"","age_upon_outcome","animal_id","animal_type","breed","color","date_of_birth","datetime","monthyear","name","outcome_subtype","outcome_type","sex_upon_outcome","location_lat","location_long","age_upon_outcome_in_weeks"
"6907","3 weeks","A689259","Cat","Domestic Shorthair Mix","Brown Tabby",2014-09-09,2014-10-01 15:13:00,"2014-10-01T15:13:00","","Partner","Transfer","Intact Male",30.4169517279398,-97.4720227538613,3.23343253968254
"6908","2 years","A752626","Dog","Pug Mix","Brown",2015-06-25,2017-06-25 14:35:00,"2017-06-25T14:35:00","Lucky","","Return to Owner","Intact Male",30.2732594001042,-97.260410540883,104.515376984127
"6909","12 years","A717704","Dog","Pekingese Mix","Tan/Black",2004-12-13,2017-01-16 11:53:00,"2017-01-16T11:53:00","Cha Cha","Partner","Transfer","Spayed Female",30.6753898717996,-97.674176557668,631.070734126984
"6910","2 years","A652198","Dog","Feist Mix","Tan/White",2011-10-21,2014-02-06 17:00:00,"2014-02-06T17:00:00","Essie","","Adoption","Spayed Female",30.5437975701555,-97.5238389568469,119.958333333333
"6911","2 years","A709295","Dog","Boerboel","Fawn",2013-08-08,2015-08-08 11:35:00,"2015-08-08T11:35:00","Bane","","Return to Owner","Neutered Male",30.7369310980271,-97.4291971517112,104.354662698413
"6912","3 years","A729947","Dog","Boxer Mix","Brown",2013-06-26,2016-08-12 08:35:00,"2016-08-12T08:35:00","Tyson","Foster","Adoption","Neutered Male",30.6504551216578,-97.536086387018,163.336805555556
"6913","8 months","A758749","Cat","Domestic Shorthair Mix","White/Black",2017-04-21,2017-12-29 17:29:00,"2017-12-29T17:29:00","*Mortimer","","Adoption","Neutered Male",30.4591693996279,-97.5912733658983,36.1040674603175
"6914","4 months","A748611","Dog","Labrador Retriever Mix","Black",2016-12-20,2017-05-06 18:51:00,"2017-05-06T18:51:00","Melody","","Return to Owner","Intact Female",30.6522588815554,-97.6352400003607,19.683630952381
"6915","3 years","A675518","Cat","Siamese Mix","Seal Point",2011-03-28,2014-04-02 13:20:00,"2014-04-02T13:20:00","Orion","","Adoption","Spayed Female",30.439483871334,-97.2873799121548,157.365079365079
"6916","2 months","A711161","Dog","Plott Hound/Labrador Retriever","Brown Brindle",2015-07-02,2015-09-07 17:46:00,"2015-09-07T17:46:00","*Carla","","Adoption","Spayed Female",30.4518403853623,-97.3893938200404,9.67718253968254
"6917","2 months","A716194","Cat","Domestic Shorthair Mix","Black/White",2015-10-09,2015-12-21 17:10:00,"2015-12-21T17:10:00","Totoro","","Adoption","Neutered Male",30.6515725007253,-97.3528472095393,10.530753968254
"6918","7 months","A730601","Cat","Domestic Shorthair Mix","Blue Tabby",2015-12-07,2016-07-08 09:00:00,"2016-07-08T09:00:00","","SCRP","Transfer","Neutered Male",30.592029247836,-97.3641013485394,30.625
"6919","4 months","A720318","Cat","Domestic Shorthair Mix","Brown Tabby",2015-10-06,2016-02-13 12:46:00,"2016-02-13T12:46:00","Charlie","","Adoption","Neutered Male",30.6757384161362,-97.5194087813627,18.6474206349206
"6920","2 years","A662308","Dog","Chihuahua Shorthair Mix","White",2011-09-02,2013-10-10 14:43:00,"2013-10-10T14:43:00","*Benny","Partner","Transfer","Intact Male",30.2977422679735,-97.7163521594438,109.944742063492
"6921","2 years","A695857","Dog","Labrador Retriever Mix","Black",2013-07-24,2016-01-19 18:09:00,"2016-01-19T18:09:00","Cherry","","Return to Owner","Spayed Female",30.3096200428684,-97.57671599962,129.965178571429
"6922","5 months","A714303","Cat","Domestic Medium Hair Mix","Brown Tabby",2015-05-21,2015-10-25 18:52:00,"2015-10-25T18:52:00","Little Grey","","Adoption","Neutered Male",30.5100603178181,-97.7042368645494,22.540873015873
"6923","3 months","A696340","Cat","Domestic Shorthair Mix","Black",2014-10-19,2015-02-04 09:00:00,"2015-02-04T09:00:00","","SCRP","Transfer","Unknown",30.3906646671607,-97.5819600859694,15.4821428571429
"6924","3 years","A685118","Dog","Boxer Mix","Brown/White",2011-08-02,2014-08-22 18:53:00,"2014-08-22T18:53:00","Rufo","","Return to Owner","Neutered Male",30.6485461775684,-97.4889822133605,159.540972222222
"6925","4 months","A684612","Cat","Domestic Shorthair Mix","Black",2014-05-26,2014-10-18 19:13:00,"2014-10-18T19:13:00","Miller","","Adoption","Neutered Male",30.5329278986535,-97.4289121637284,20.8286706349206
"6926","1 year","A687380","Dog","Dachshund Mix","White/Brown",2013-03-04,2014-09-14 11:54:00,"2014-09-14T11:54:00","Nena","","Return to Owner","Spayed Female",30.6783861035751,-97.5191811819538,79.9279761904762
"6927","6 days","A676208","Dog","Labrador Retriever Mix","White",2014-04-01,2014-04-07 19:01:00,"2014-04-07T19:01:00","","In Kennel","Died","Intact Male",30.44724578679,-97.7157895042531,0.970337301587302
"6928","2 years","A675068","Dog","Chihuahua Shorthair/Beagle","Tricolor",2012-03-22,2014-10-18 19:06:00,"2014-10-18T19:06:00","Griffin","","Adoption","Neutered Male",30.555487689879,-97.595298101899,134.399404761905
"6929","3 years","A701813","Dog","Chihuahua Shorthair Mix","Black",2014-01-17,2017-02-09 14:54:00,"2017-02-09T14:54:00","*Dax","Partner","Transfer","Intact Male",30.3095670918848,-97.4910028412389,159.945833333333
"6930","3 weeks","A749988","Cat","Domestic Shorthair Mix","Tortie",2017-04-30,2017-05-22 14:51:00,"2017-05-22T14:51:00","","Partner","Transfer","Unknown",30.4086336952303,-97.725076195935,3.23125
"6931","4 months","A763893","Cat","Domestic Shorthair Mix","Orange Tabby",2017-08-17,2017-12-29 18:00:00,"2017-12-29T18:00:00","Jumbo","","Adoption","Neutered Male",30.3389361502381,-97.2739753872096,19.25
"6932","3 weeks","A712031","Cat","Domestic Shorthair Mix","Brown Tabby",2015-08-24,2015-09-16 10:45:00,"2015-09-16T10:45:00","","Partner","Transfer","Intact Male",30.5490246253135,-97.4376027056207,3.34970238095238
"6933","4 months","A700153","Dog","Chihuahua Shorthair Mix","Tan",2014-12-12,2015-04-17 15:42:00,"2015-04-17T15:42:00","*Charlie","","Adoption","Neutered Male",30.4942831908346,-97.6102181967695,18.0934523809524
"6934","2 years","A756204","Dog","Yorkshire Terrier Mix","Tan",2015-08-15,2017-08-19 09:58:00,"2017-08-19T09:58:00","Remy","","Adoption","Intact Male",30.3732078157777,-97.5908382170415,105.059325396825
"6935","1 year","A754318","Dog","American Pit Bull Terrier Mix","Tan/White",2016-07-18,2017-07-20 11:48:00,"2017-07-20T11:48:00","Buddy","","Return to Owner","Intact Male",30.499684557721,-97.4484573088344,52.4988095238095
"6936","2 months","A731109","Dog","Akita Mix","Black/Tan",2016-05-16,2016-07-23 17:37:00,"2016-07-23T17:37:00","Sammy","","Adoption","Spayed Female",30.5045689522561,-97.5843078319256,9.81914682539682
"6937","4 years","A691012","Dog","Staffordshire Mix","Red/White",2011-10-28,2016-04-11 17:17:00,"2016-04-11T17:17:00","Pj","Aggressive","Euthanasia","Neutered Male",30.4488903440274,-97.7397922177701,232.531448412698
"6938","2 years","A717274","Cat","Siamese Mix","Seal Point",2013-12-05,2015-12-09 19:39:00,"2015-12-09T19:39:00","","SCRP","Transfer","Neutered Male",30.2993834947236,-97.5375800819877,104.974107142857
"6939","2 weeks","A731998","Cat","Domestic Shorthair","Calico",2016-07-14,2016-07-31 13:16:00,"2016-07-31T13:16:00","","Partner","Transfer","Intact Female",30.5694953010571,-97.5045713042102,2.50753968253968
"6940","2 months","A729121","Cat","Domestic Shorthair Mix","Black",2016-05-13,2016-07-27 10:12:00,"2016-07-27T10:12:00","*Mia","Foster","Adoption","Spayed Female",30.3705959650606,-97.5700739577858,10.775
"6941","4 months","A731008","Cat","Domestic Longhair Mix","Black",2016-04-05,2016-08-10 14:28:00,"2016-08-10T14:28:00","*Grady","","Adoption","Neutered Male",30.4055782791644,-97.5542927388549,18.2289682539683
"6942","2 years","A763852","Dog","Shih Tzu Mix","White/Black",2015-12-16,2017-12-21 12:44:00,"2017-12-21T12:44:00","","Partner","Transfer","Neutered Male",30.7434190806001,-97.3935318677791,105.218650793651
"6943","3 months","A667669","Cat","Domestic Shorthair Mix","Brown Tabby",2013-08-21,2013-11-30 17:27:00,"2013-11-30T17:27:00","Diamond","","Adoption","Intact Female",30.7358264983366,-97.4739908128802,14.5324404761905
"6944","6 months","A696214","Dog","Australian Cattle Dog Mix","Black/White",2014-08-03,2015-02-04 18:04:00,"2015-02-04T18:04:00","Cheyenne","","Adoption","Spayed Female",30.3322159245582,-97.2672566544747,26.5361111111111
"6945","2 years","A715138","Cat","Domestic Medium Hair Mix","Tortie",2013-10-31,2015-11-17 19:14:00,"2015-11-17T19:14:00","*Miki","","Adoption","Spayed Female",30.277136048856,-97.4183268960438,106.82876984127
"6946","1 year","A668546","Cat","Domestic Medium Hair Mix","Blue Tabby",2012-12-04,2013-12-23 16:52:00,"2013-12-23T16:52:00","Harvey","","Adoption","Intact Female",30.5729346707461,-97.247947278498,54.9575396825397
"6947","1 weeks","A714255","Cat","Domestic Shorthair Mix","Black",2015-10-07,2015-10-20 17:15:00,"2015-10-20T17:15:00","","Partner","Transfer","Intact Male",30.4568297845873,-97.3226485921657,1.95982142857143
"6948","2 years","A666164","Dog","German Shepherd Mix","Black/Tan",2011-10-28,2013-11-02 11:04:00,"2013-11-02T11:04:00","Rufus","","Return to Owner","Neutered Male",30.5826060568306,-97.4572494544066,105.20873015873
"6949","12 years","A699379","Cat","Domestic Shorthair Mix","Black",2003-03-26,2015-07-08 16:31:00,"2015-07-08T16:31:00","Princess","In Kennel","Died","Spayed Female",30.509629486535,-97.3718866251575,641.098313492064
"6950","3 days","A722522","Cat","Domestic Shorthair Mix","Brown Tabby",2016-03-15,2016-03-18 10:29:00,"2016-03-18T10:29:00","","Partner","Transfer","Unknown",30.3240697956951,-97.6611490034296,0.490972222222222
"6951","1 year","A760963","Other","Bat Mix","Brown",2016-10-26,2017-10-26 18:17:00,"2017-10-26T18:17:00","","Rabies Risk","Euthanasia","Unknown",30.3923345524135,-97.4621945847331,52.2516865079365
"6952","1 year","A742959","Dog","Chihuahua Shorthair Mix","Black/White",2016-01-31,2017-02-03 14:40:00,"2017-02-03T14:40:00","Gizmo","","Return to Owner","Intact Male",30.6496245781071,-97.7069232445918,52.8015873015873
"6953","1 year","A683068","Other","Bat","Black/Brown",2013-07-06,2014-07-07 08:40:00,"2014-07-07T08:40:00","","Rabies Risk","Euthanasia","Unknown",30.6439528396923,-97.3071284542303,52.3373015873016
"6954","3 weeks","A705795","Cat","Snowshoe Mix","Seal Point",2015-06-06,2015-07-01 12:01:00,"2015-07-01T12:01:00","*Lenora","Partner","Transfer","Intact Female",30.3189460447801,-97.7375651287253,3.64295634920635
"6955","8 years","A585850","Dog","Pit Bull Mix","White/Tan",2007-09-29,2015-11-13 16:33:00,"2015-11-13T16:33:00","Ice Cream","","Adoption","Spayed Female",30.442538348994,-97.6184067353788,423.955654761905
"6956","2 years","A716636","Dog","Lhasa Apso Mix","White",2013-11-22,2015-12-03 14:58:00,"2015-12-03T14:58:00","*Higgins","Partner","Transfer","Neutered Male",30.551479539626,-97.3545117829286,105.94623015873
"6957","1 year","A697211","Cat","Domestic Shorthair Mix","Orange Tabby",2014-02-19,2015-02-19 17:28:00,"2015-02-19T17:28:00","","Suffering","Euthanasia","Intact Male",30.3603268630465,-97.7076811530565,52.2468253968254
"6958","1 year","A711270","Cat","Domestic Medium Hair Mix","Brown Tabby/White",2014-09-04,2015-10-22 09:00:00,"2015-10-22T09:00:00","","SCRP","Transfer","Spayed Female",30.6667622491163,-97.2526600072447,59.0535714285714
"6959","1 year","A675475","Other","Bat Mix","Brown",2013-03-28,2014-03-28 12:20:00,"2014-03-28T12:20:00","","Rabies Risk","Euthanasia","Unknown",30.3202221399355,-97.6884170356207,52.2162698412698
"6960","8 months","A745981","Dog","Chinese Sharpei/Labrador Retriever","Black/White",2016-08-27,2017-05-03 18:14:00,"2017-05-03T18:14:00","Dre","","Adoption","Neutered Male",30.4093412696058,-97.7211929722999,35.6799603174603
"6961","2 months","A737190","Cat","British Shorthair Mix","Cream Tabby/White",2016-09-04,2016-11-14 18:19:00,"2016-11-14T18:19:00","Shakira","Foster","Adoption","Spayed Female",30.4075879946023,-97.5008659388903,10.2518849206349
"6962","2 months","A756420","Bird","Parakeet Mix","Green/White",2017-06-19,2017-08-23 17:26:00,"2017-08-23T17:26:00","","","Adoption","Unknown",30.4772547436824,-97.3709261741294,9.38948412698413
"6963","1 year","A696020","Dog","Rottweiler Mix","Black/Tan",2013-10-27,2015-02-06 18:44:00,"2015-02-06T18:44:00","Rex","","Return to Owner","Intact Male",30.4442945931572,-97.4945440444166,66.8257936507937
"6964","1 year","A731498","Dog","Pit Bull Mix","Blue/White",2015-07-23,2016-08-01 19:43:00,"2016-08-01T19:43:00","*Griffin","","Adoption","Spayed Female",30.6285217772464,-97.3703968583178,53.6887896825397
"6965","3 years","A733870","Dog","Pit Bull/Chinese Sharpei","Tan",2014-08-28,2018-01-04 06:45:00,"2018-01-04T06:45:00","*Papasito","Foster","Adoption","Neutered Male",30.7251022479278,-97.462171884998,175.040178571429
"6966","8 years","A739141","Dog","Pomeranian Mix","Tan/White",2008-11-28,2016-12-02 17:41:00,"2016-12-02T17:41:00","Doug","Partner","Transfer","Neutered Male",30.5256727280042,-97.3983427268139,418.105257936508
"6967","1 day","A744225","Other","Havana Mix","Black",2017-02-25,2017-02-26 11:50:00,"2017-02-26T11:50:00","","Suffering","Euthanasia","Unknown",30.4022833954156,-97.4758110194551,0.213293650793651
"6968","1 month","A701436","Dog","Chihuahua Shorthair Mix","Brown Brindle/White",2015-03-14,2015-05-03 12:36:00,"2015-05-03T12:36:00","","Partner","Transfer","Intact Male",30.5395436429295,-97.6182310452613,7.21785714285714
"6969","4 weeks","A698163","Other","Bat","Brown/Black",2015-02-06,2015-03-07 09:43:00,"2015-03-07T09:43:00","","Rabies Risk","Euthanasia","Unknown",30.4944285121269,-97.6113746734527,4.20069444444444
"6970","4 years","A669912","Dog","Dachshund Mix","Black/Tan",2009-12-30,2013-12-31 13:42:00,"2013-12-31T13:42:00","Josephine","","Adoption","Spayed Female",30.7190765385246,-97.7266868254452,208.93869047619
"6971","1 month","A695656","Dog","Pit Bull Mix","White",2014-12-07,2015-01-29 16:59:00,"2015-01-29T16:59:00","Frankie","","Return to Owner","Intact Male",30.5257325157465,-97.5340984417391,7.67251984126984
"6972","5 months","A702282","Cat","Domestic Shorthair Mix","Brown Tabby",2014-11-11,2015-05-12 08:20:00,"2015-05-12T08:20:00","","Rabies Risk","Euthanasia","Intact Female",30.5689726075313,-97.7258497260651,26.0496031746032
"6973","2 years","A689396","Dog","Pit Bull Mix","Brown Brindle/White",2012-10-03,2014-10-14 11:32:00,"2014-10-14T11:32:00","Smokey","","Return to Owner","Neutered Male",30.536279869715,-97.3788146111565,105.925793650794
"6974","1 year","A684718","Cat","Domestic Shorthair Mix","Black",2013-07-27,2014-08-21 14:23:00,"2014-08-21T14:23:00","Ginger","Partner","Transfer","Neutered Male",30.3793954911255,-97.3675896223434,55.7999007936508
"6975","1 year","A754560","Dog","Labrador Retriever Mix","Black",2016-07-21,2017-10-29 14:10:00,"2017-10-29T14:10:00","Echo","Foster","Adoption","Neutered Male",30.7135106192389,-97.2725228240949,66.5128968253968
"6976","1 year","A745347","Other","Bat Mix","Brown",2016-03-16,2017-03-19 09:35:00,"2017-03-19T09:35:00","","Rabies Risk","Euthanasia","Unknown",30.4009955033224,-97.4296919818872,52.6284722222222
"6977","9 years","A672404","Cat","Domestic Shorthair Mix","Tortie",2005-02-09,2014-02-15 11:03:00,"2014-02-15T11:03:00","*Goldie","Partner","Transfer","Spayed Female",30.2775481473389,-97.5563078993014,470.494345238095
"6978","2 months","A728512","Dog","Catahoula Mix","White/Tan",2016-03-21,2016-06-14 11:42:00,"2016-06-14T11:42:00","Bella","","Adoption","Intact Female",30.561635215811,-97.3179712122905,12.2125
"6979","1 year","A701639","Dog","Jack Russell Terrier/Beagle","Brown/White",2014-05-02,2015-05-07 11:52:00,"2015-05-07T11:52:00","*Vader","Partner","Transfer","Intact Male",30.4222251397956,-97.7173069299613,52.9277777777778
"6980","2 years","A679873","Dog","Yorkshire Terrier Mix","Tan",2013-05-27,2016-05-18 17:19:00,"2016-05-18T17:19:00","Red","","Return to Owner","Spayed Female",30.6059479833585,-97.3060878835239,155.38878968254
"6981","4 months","A664287","Dog","Chihuahua Shorthair Mix","Brown/White",2013-06-01,2013-10-06 17:27:00,"2013-10-06T17:27:00","Daisy","","Adoption","Spayed Female",30.4592929423961,-97.3877824833275,18.2467261904762
"6982","2 years","A731490","Dog","Blue Lacy Mix","Fawn/White",2014-07-23,2016-07-23 14:41:00,"2016-07-23T14:41:00","Zeus","","Return to Owner","Intact Male",30.5905009649901,-97.4665360044621,104.515972222222
"6983","7 months","A680710","Cat","Domestic Medium Hair Mix","Black",2014-04-29,2014-12-17 14:01:00,"2014-12-17T14:01:00","*Scout","Foster","Adoption","Spayed Female",30.4706970410421,-97.3357962493573,33.2262896825397
"6984","1 year","A701777","Dog","Australian Shepherd Mix","White",2014-05-04,2015-05-12 18:11:00,"2015-05-12T18:11:00","*Roscoe","","Adoption","Neutered Male",30.5911471567862,-97.5482381370736,53.3939484126984
"6985","2 years","A755395","Dog","Doberman Pinsch Mix","Black/Brown",2015-08-02,2017-08-11 12:20:00,"2017-08-11T12:20:00","*Zoro","Partner","Transfer","Neutered Male",30.3756374541246,-97.5844310532168,105.787698412698
"6986","2 years","A660910","Dog","Dachshund/Catahoula","Brown Brindle/White",2011-08-13,2013-10-24 12:31:00,"2013-10-24T12:31:00","Kief","","Return to Owner","Neutered Male",30.6605003617376,-97.286936523868,114.78878968254
"6987","3 weeks","A711113","Cat","Domestic Medium Hair Mix","Blue",2015-08-11,2015-09-02 14:20:00,"2015-09-02T14:20:00","","Partner","Transfer","Intact Male",30.6905800817837,-97.5752974878508,3.2281746031746
"6988","1 year","A697367","Dog","Dachshund Mix","Brown/White",2014-02-22,2015-02-28 18:58:00,"2015-02-28T18:58:00","","","Adoption","Neutered Male",30.761032308388,-97.6236800719483,53.1128968253968
"6989","2 months","A671125","Cat","Domestic Shorthair Mix","Orange Tabby/White",2013-11-03,2014-01-20 18:32:00,"2014-01-20T18:32:00","","","Adoption","Neutered Male",30.3121254818095,-97.4478836975186,11.2531746031746
"6990","1 year","A695368","Dog","Border Terrier Mix","Tan",2014-01-14,2015-01-18 13:11:00,"2015-01-18T13:11:00","Mordie","","Adoption","Neutered Male",30.7377149358678,-97.7306763519934,52.7927579365079
"6991","2 years","A673706","Dog","Dachshund Mix","Black/Tan",2012-02-28,2014-03-05 18:28:00,"2014-03-05T18:28:00","Mini","","Adoption","Spayed Female",30.5442059523091,-97.6863824772292,105.252777777778
"6992","5 months","A759027","Dog","Smooth Fox Terrier Mix","White/Tan",2017-04-25,2017-10-13 11:14:00,"2017-10-13T11:14:00","Mandy","Partner","Transfer","Intact Female",30.5338126619006,-97.6430007355188,24.4954365079365
"6993","1 year","A734337","Dog","Pit Bull Mix","Tan/White",2015-12-05,2017-01-16 12:17:00,"2017-01-16T12:17:00","Athena","","Return to Owner","Spayed Female",30.2738567739925,-97.3994426275036,58.3588293650794
"6994","1 year","A738604","Dog","Rat Terrier Mix","Tricolor/Black",2015-11-18,2017-04-26 15:12:00,"2017-04-26T15:12:00","Lizzy","Partner","Transfer","Spayed Female",30.4807248310926,-97.3842752309973,75.0904761904762
